genre,artists,basket_size
tropical music,"['RENA', 'Adon', 'Luis Perico Ortiz', 'Orquesta Aragón', 'Alex Torres', 'Luciana']",6
trova,"['Armando Manzanero', 'Maria Dolores Pradera', 'José Luis Perales', 'Magos Herrera', 'Ali Primera', 'Lila Downs', 'Carmen Castro', 'Kevin Johansen', 'Jorge Drexler', 'Luis Eduardo Aute', 'Miguel Ríos']",11
turkish hip hop,"['Murda', 'Gunes Ergun', 'Arman Aydin', 'Arem Ozguc', 'Joe Young', 'The SCND', 'Sultana', 'Ufo361', 'UZI', 'Velet', 'kurs0t', 'Savas', 'Faruk Sabanci', 'Farazi', 'Ceza']",15
turkish pop,"['Gunes Ergun', 'Sena Şener', 'Sözer Sepetçi', 'Deeperise', 'Dogus Cabakcor', 'Arem Ozguc', 'Velet', 'Atilla Ural', 'Drerrera', 'Sezen Aksu', 'Aleyna Tilki', 'Murda', 'Hadise', 'Sertab Erener', 'Jabbar', 'Arman Aydin', 'Serra Arıtürk', 'Suzi', 'Buray', 'Selin', 'Barış Manço', 'Emrah Karaduman']",22
turreo,"['Muppet DJ', 'Omar Varela']",2
uk drill,"['Swift', 'Potter Payper', 'MizOrMac', 'Skengdo', 'Youngs Teflon', 'Russ Millions', 'Stormzy', 'Tskinz', 'Eleven', 'LD', 'Pa Salieu', 'JBEE', 'Da Beatfreakz', 'SwitchOTR', 'Rv', 'Buni', 'Fumez The Engineer', 'MiSTah Kye', 'Fivio Foreign', 'MKAY', 'Darkoo', 'Nutcase22', 'Sainté', 'M24', 'Remtrex', 'DBo', 'Sleeks', 'Meekz', 'Abracadabra', 'M1llionz', 'Aitch', 'S1lva', 'Private Zero', 'Alex1', 'COMFY', 'Blanco', 'Bones', 'Tweeko', 'Dimzy', 'Arz', 'G4 Boyz', 'Canking', 'Kyla', 'Yung TS', 'Swarmz', 'Ess2Mad', 'Fredo', 'Headie One', 'dutchavelli', 'Ty', 'RIL', 'A1 x J1', 'Kay-O', 'Merczz', 'Loski', 'Mixtape Madness', 'Dave', 'OTP', 'Abra Cadabra', 'Liilz', 'Musicality', 'TT', 'King K', 'SJ', 'BackRoad Gee', 'Ambush Buzzworl', 'SL', 'ArrDee', 'Tankz', 'Bugzy Malone', 'GRM Daily', 'BERNA', 'M Huncho', 'YB', 'JAY1', 'Blade Brown', '67', 'Rondodasosa', 'Benzz', 'K-Trap', 'Clavish', ""Sav'o"", 'D-Block Europe', 'Slim', 'Unknown T', 'Sav12', 'Teeway', 'AJ Tracey', 'Babyface', 'Yanko', 'Ronzo', 'Tion Wayne', 'Littlez', 'Triple01s', 'Kenny Allstar', 'Ivorian Doll', ""D'One"", 'Pete & Bas', 'TSB', 'DigDat', 'Morrisson', 'Double Lz', 'A2ANTI', 'KB', 'Mugun', 'HL8', 'Bandokay', 'AM', 'KAVO', 'Cristale', 'K1', 'ASHE 22', 'YV', 'Carns Hill', 'V9', 'Digga D', '(CGM) TY', 'Nemzzz', 'iLL BLU', 'JB Scofield', 'ONEFOUR', 'Deepee', 'Gone in 60', 'French The Kid', 'Kwengface', 'Frosty', 'Fire', 'Knucks', 'Central Cee', 'SR', 'OFB', 'Idi Akz', 'Joints', 'Stay Flee Get Lizzy', 'Unknown P']",135
uk funky,"['Tracey K', 'LOL Boys', 'Soulecta', 'MC GQ', 'Shola Ama', 'K.I.G', 'Nay Nay', 'Mumzy Stranger', 'FaltyDL', 'Egyptrixx', 'Wideboys', 'Frazer Ray', 'DJ Kent', 'Monsta Boy', 'Girl Unit', 'The Rainmakers', 'Killa P', 'Sunship', 'Sweet Female Attitude', 'Daze Prism', 'Mark Force', 'TRG', 'IZCO', 'Lady Chann', 'Youngstar', 'T.Williams', 'Fish Go Deep', 'Cooly G', 'Shaun Escoffery', 'Deadboy', 'Batu', 'UNIIQU3', 'Maxwell D', 'Roy Davis Jr.', 'Gracious K', 'Egypt', 'Natalie Storm', 'Kemal', '2562', 'Janice Iche', 'Xara', 'Khabs', 'Redlight', 'Boris Dlugosch', 'Crazy Cousinz', 'Mez', 'Anz', 'Hybrid Theory', 'Paleface', 'なかむらみなみ', 'Kameek', 'Doolally', 'H ""two"" O', 'DJ Gregory', 'Scratcha DVA', 'Katy B', 'Kyla', 'Simbad ft. Steelo', 'Phuturistix', 'Tasty Lopez', 'MJ Cole', 'Fox', 'Indo', 'Malika', 'Sylvere', 'T2', 'Prynce Mini', 'So Solid Crew', 'Carnao Beats', 'Jam City', 'Glamma Kid', 'DJ Luck & MC Neat', 'Karizma', 'Conducta', 'Dismantle', 'Princess Nyah', 'King', 'Zed Bias', 'AMIRA', 'Santa Muerte', 'Kode9', 'Lethal Bizzle', 'Kastle', 'Lil Silva', 'B15 Project', 'Scuba', 'Amar', 'Cleptomaniacs', 'David Howard', 'Agent X', 'Young Nate', 'Shy One', 'Lazer Sword', 'Crissy D', 'DJ Madd', 'Toddla T', 'Robbie Craig', 'Seiji', 'Double S', 'Angel Blu', 'DJ Nativesun', 'Flava D', 'Vandal', 'Hackman', 'Dennis Ferrer', 'Eliphino', 'Champion', 'Genius Cru', 'Jaimeson', 'Mosca', 'Bucie', 'Pearson Sound', 'Wookie', 'Newham Generals', 'Casement', 'Shystie', 'Anane', '3 Of A Kind', 'Quentin Harris', 'Omar', 'DJ Q', 'Patrice', 'MC Neat', 'Martyn', 'Benga', 'Darqwan', 'Lady Alma', 'Ell Murphy', 'Oxide & Neutrino', 'DJ Pied Piper & The Masters Of Ceremonies', 'Artful Dodger', 'Zomby', 'Platnum', 'D.E.A. Project', ""Donae'o"", 'Nadirah Shakoor', 'Meleka', 'Becky Rhodes', 'Gafacci', 'Headhunter', 'Stush', 'iLL BLU', 'Lily McKenzie', 'Lonyo', 'Tina Moore', 'Jowaa', 'French Fries', 'Geeneus', 'Nina Las Vegas', 'Peven Everett', 'Shokryme', 'Alesha Dixon', 'Lifford', 'K.P. & Envyi', 'Daniella Wizard', 'FunkyStepz', 'Ahadadream', 'Bok Bok', 'Architechs', 'Maddslinky', 'Romina Johnson', 'MEZZ', 'Marcus Visionary', 'Braille', 'Sharon Woolf']",165
uk garage,"['Soulecta', 'Shola Ama', 'Deekline', 'Nay Nay', 'Ranjit Mani', 'piri', 'Bump & Flex', 'Wideboys', 'Sly', 'Frazer Ray', 'Monsta Boy', 'Nate Fox', 'Deelay', 'Grant Nelson', 'Killa P', 'Sunship', 'Local', 'CVMILLE', 'Sweet Female Attitude', 'Katy Alex', '33 Below', 'Daze Prism', 'TRG', 'Fredwave', 'IZCO', 'Mike Delinquent', 'Morgan Munroe', 'ABISHA', 'Youngstar', 'IMAN', 'Preditah', 'piri & tommy', 'Denham Audio', 'Lucy Virji', 'Mikey B', 'Shaun Escoffery', 'Todd Edwards', 'AC Slater', 'So Dope', 'camoufly', 'Steve Gurley', 'Bassboy', 'Volor Flex', 'Sami Switch', 'Leila McKenzie', 'Roy Davis Jr.', 'Gracious K', 'Joy Orbison', 'Egypt', 'Dennis G.', 'Xara', 'Begin Transmission', 'Body Ocean', 'Jack Rose', 'Jhelisa', 'Stanton Warriors', 'Hybrid Theory', 'Curtis Lynch Jnr', 'Paleface', 'Effie', 'Kameek', 'Yiigaa', 'Doolally', 'H ""two"" O', 'Keeya Keys', 'Ruby Francis', 'Lauren Murray', 'T. Power', 'DJ Luck', 'SP:MC', 'Jamie Lewis', 'Taiki Nulight', 'Nia Archives', 'Victoria Beckham', 'Phuturistix', 'Sakawah Boys', 'Overmono', 'MJ Cole', 'Hutcher', 'Indo', 'Biicla', 'JayaHadADream', 'T2', 'p-rallel', '10 Below', 'TS7', 'True Steppers', 'Carlyn', 'So Solid Crew', 'Elisabeth Troy', 'Glamma Kid', 'All About She', 'DJ Luck & MC Neat', 'Conducta', 'Capoeira Twins', 'Dismantle', 'Princess Nyah', 'M4A4', 'MC Alistair', 'Azzido Da Bass', 'Zed Bias', 'AMIRA', 'LZee', 'KURUPT FM', 'Ashton', 'Kastle', 'B15 Project', 'Amar', 'Charli Brix', 'Cleptomaniacs', 'Dakota Sixx', 'ATRIP', 'David Howard', 'Sirens', 'Agent X', 'Club Asylum', 'Scrufizzer', 'Robbie Craig', 'Toddla T', 'wes mills', 'The Streets', 'Flowdan', 'Sparkz', 'Double S', 'Cutty Ranks', 'Daniel Bedingfield', 'LEILAH', 'Flava D', 'General Levy', 'Angel Blu', 'Vandal', 'Hans Glader', 'Eddie Craig', 'Strategy', 'Malisha Bleau', 'Mis-Teeq', 'BÉBE YANA', 'ENiGMA Dubz', 'Tommy Villiers', 'Capo Lee', 'Genius Cru', 'Higgo', 'Cloud 9', 'Jaimeson', 'Mosca', 'Happy Cat Jay', 'Wookie', 'George Morel', 'My Nu Leng', '3 Of A Kind', 'DJ Q', 'Patrice', 'Lost Girl', 'Swami Sound', 'MC Neat', 'J.J', 'Plastician', 'Flirta D', 'Kristine Blond', 'Amy Pearson', 'Valerie Etienne', 'Interplanetary Criminal', 'KAM-BU', 'Shaun Dean', 'Human Movement', 'Coco Bryce', 'CJ Bolland', 'Little Nikki', 'Trick Or Treat', 'Ell Murphy', 'Oxide & Neutrino', 'DJ Pied Piper & The Masters Of Ceremonies', 'Artful Dodger', 'Riko Dan', 'Zomby', 'ELOQ', 'G.O.D.', 'Ms. Dynamite', 'Lisa Maffia', 'Platnum', 'D.E.A. Project', 'Meleka', 'Naike', 'salute', 'Stush', 'Di', 'Lily McKenzie', 'Lonyo', 'Dread MC', 'DJ Pied Piper', 'Tina Moore', 'Subten', 'JKAY', 'Ragga Twins', 'Geeneus', 'FooR', 'Sammy Virji', 'DRIIA', 'Peven Everett', 'Lifford', 'DJ Zinc', 'Logic', 'Big Narstie', 'Architechs', 'Maddslinky', 'Lovestation', 'Romina Johnson', 'NOTION', 'Sweetie Irie', 'Drinks On Me', 'Sharon Woolf']",211
uk grime,"['Swift', 'Potter Payper', 'Sneakbo', 'Deno', 'Asco', 'Cadet', 'Nines', 'AJ', 'Tiny Boost', 'iceè tgm', 'ZieZie', 'Russ Millions', 'Youngs Teflon', 'J Hus', 'EO', 'Wiley', 'Skengdo', 'Stormzy', 'Sway', 'Jevon', 'Rocks FOE', 'Young Adz', 'LD', 'Pa Salieu', 'Da Beatfreakz', 'Ard Adz', 'Killa P', 'Rv', 'Jme', 'Maxsta', 'MoStack', 'Yxng Bane', 'Fumez The Engineer', 'Professor Green', 'M24', 'Remtrex', 'B Young', 'Youngstar', 'Jinzo', 'Sleeks', 'Meekz', 'Abracadabra', 'M1llionz', 'Aitch', 'S1lva', 'Ruff Sqwad', 'Maxwell D', 'Michael Phantom', 'Kojo Funds', 'Nafe Smallz', 'Remedee', 'Mez', 'Blanco', 'Skrapz', 'The Heavytrackerz', 'Genesis Elijah', 'Ashley Walters', 'Keeya Keys', 'Belly Squad', 'Dimzy', 'Avelino', 'Tiggs Da Author', 'Lotto Boyzz', 'slowthai', 'Dappy', 'Mumdance', 'Swarmz', 'Lady Leshurr', 'Fredo', 'Headie One', 'JD. REID', 'Kano', 'Inch', 'dutchavelli', 'MIST', 'D Double E', 'New Gen', 'Kay-O', 'So Solid Crew', 'Dizzee Rascal', 'Loski', 'Mixtape Madness', 'Dave', 'Abra Cadabra', 'Giggs', 'Kid Acne', 'Steel Banglez', 'Chip', 'Dabbla', 'Rude Kid', 'Jaykae', 'BackRoad Gee', 'Krept & Konan', 'Ambush Buzzworl', 'Lethal Bizzle', 'Lunar C', 'Hardy Caprio', 'SL', 'ArrDee', 'Bugzy Malone', 'Dream Mclean', 'Not3s', 'Ocean Wisdom', 'Yungen', 'Bashy', 'GRM Daily', 'BERNA', 'Young Nate', 'Zdot', 'Frisco', 'M Huncho', 'Ears', 'JAY1', 'Blade Brown', 'Double S', '67', 'K-Trap', 'Akala', ""Sav'o"", 'NSG', 'Slim', 'Big Shizz', 'Unknown T', 'Teeway', ""God's Gift"", 'AJ Tracey', 'Capo Lee', 'Yung Fume', 'Jam Baxter', 'Kamakaze', 'Newham Generals', 'Shystie', 'Bonkaz', 'Tion Wayne', '6ix', 'Littlez', 'P Money', 'Young T & Bugsey', 'Octavian', 'Fekky', 'Wretch 32', 'Skepta', 'Kenny Allstar', 'Plastician', 'Flirta D', ""D'One"", 'Pete & Bas', 'The Plug', 'Solo 45', 'Tinchy Stryder', 'DigDat', 'Morrisson', 'Double Lz', 'Kyza', 'Dirty Dike', 'Ay Em', 'K Koke', 'President T', 'Bandokay', 'AM', 'J Rick', 'Tempa T', 'Novelist', 'Carns Hill', 'V9', 'Digga D', '(CGM) TY', 'Ghetts', 'A$AP NAST', 'Suspect OTB', 'iLL BLU', 'Nadia Rose', 'Sir Spyro', 'J2K', 'JB Scofield', 'One Acen', 'Deepee', 'Loick', 'French The Kid', 'Nolay', 'Kwengface', 'Knucks', 'Central Cee', 'Big Narstie', 'Isaiah Dreads', 'OFB', 'Geko', 'Stay Flee Get Lizzy', 'Marc Jones']",189
uk r&b,"['Farah Audhali', 'Tiana Major9', 'Bonzai', 'Eric IV', 'ANGEL!', 'Tallia Storm', 'Shola Ama', 'Spacey Blak', 'Mahalia', 'Miles from Kinshasa', '169', 'Jerome Thomas', 'Sasha Keable', 'Jevon', 'Kaleem Taylor', 'The Birds', 'Maiday', 'CHERISE', 'Alexis Korner', 'Chrom3', 'Mariella', 'Debbie', 'Yxng Bane', 'Beverley Knight', 'A2', 'Marie Dahlstrom', 'EMIL', 'B Young', 'Amahla', 'olayinka ehi', 'Ojerime', 'Bellah', 'Jaz Karis', 'Djemeia', 'Betsy Blue', 'shiv', 'Tom Bailey', 'Venna', 'Sinéad Harnett', 'JVCK JAMES', 'Kojo Funds', 'Murkage Dave', 'Ego Ella May', 'Tyler Daley', 'Kay Young', 'Georgie Fame', 'TYSON', 'Michelle Gayle', 'Emmavie', 'Efosa', 'Nao', 'Mica Paris', 'Ruby Francis', 'JGrrey', 'LOLITAH', 'James Vickery', 'Pip Millett', 'Kali Claire', 'Yasmin Green', 'Mysie', 'Lotto Boyzz', 'ENNY', 'Col3trane', 'edbl', 'Long John Baldry', 'Children of Zeus', 'Shara Nelson', 'Etta Bond', 'BERWYN', 'Sharna Bass', 'WSTRN', 'Bambie', 'Courtney Bennett', 'Elli Ingram', 'P2J', 'Sophie Faith', 'Amber Olivier', 'Miraa May', 'Adreyn Cash', 'Lewis Taylor', 'Gent Mason', 'B-ahwe', 'Äyanna', 'Olivia Nelson', 'Ragz Originale', 'Alxndr London', 'Joya Mooi', 'Dolapo', 'H33RA', 'Kelly Kiara', 'Amber-Simone', 'Hinda Hicks', 'Kara Marni', 'Harleighblu', 'Elmiene', 'Thea Gajic', 'IDEH', 'Ken Samson', 'FLO', 'AMARIA BB', 'Shae Universe', 'Kwaku Asante', 'Vivienne McKone', 'Lauren Ackie', 'KOOL A.D.', 'IYAMAH', 'Scribz Riley', 'Keisha White', 'D-Influence', 'J P Rose', 'Cleo Sol', 'Zion Foster', 'Not3s', 'Ama', 'Santino Le Saint', 'Verushka', 'Young Nate', 'Iceberg Slimm', 'Ling Hussle', 'J Warner', 'JayO', 'JADA', 'SHOW N PROVE', 'Joey XL', 'Tilly Valentine', 'Tyreezy', 'Saint Harison', 'Lemar', 'Nippa', 'Jermaine Riley', 'Tara Lily', 'Downliners Sect', 'AikJ', 'kwn', 'Sylvia Mwenze', 'Lost Girl', 'Kadeem Tyrell', 'Jamilah Barry', 'OSH', 'Haile', 'Taura Lamb', 'kadiata', 'Steven Bamidele', 'Geovarn', 'Joel Culpepper', 'Chelsi Lauren', 'BenjiFlow', 'Zilo', 'Natalie Williams', 'Lisa Maffia', 'The Code', 'July 7', 'Natanya', 'Hudson East', 'Tora-i', 'Taliwhoah', 'Cashh', 'RAY BLK', 'Damage', 'One Acen', 'Reuben James', 'The Reelists', 'Hamzaa', 'Terri Walker', 'Odeal', 'Tamera', 'Mnelia', 'vi0let', 'Xadi', 'ELIZA', 'Tertia May', 'anaiis', 'Mark Asari', 'Vonné', 'The Inmates', 'Mychelle', 'ROMderful', 'The Graham Bond Organisation']",178
underground hip hop,"['Malik B.', 'Slimesito', 'Molemen', 'ANKHLEJOHN', 'RedCloud', 'Your Old Droog', 'Kevlaar 7', 'Planet Asia', 'Wade Barber', 'K-Otix', 'Sam Morykwas', 'K-Rino', 'Ruste Juxx', 'The Esoteric', 'K. Sparks', 'Meyhem Lauren', 'ILL BILL', ""Haiku D'Etat"", 'Nature of the Beast', 'L-Fudge', 'Cage', 'whiterosemoxie', 'Planetary', 'Dr. Octagon', 'Xavier Wulf', 'AWOL One', 'Mello Music Group', 'Edan', 'CunninLynguists', 'Uptownbodega', 'The Rhyme Inspector Percee-P', 'Language Arts Crew', 'Atmosphere', 'Tha Alkaholiks', 'Xasper', 'Supastition', 'Jaysaun', 'Ea$y Money', 'Apathy', 'Visionaries', 'Jakki Tha Mota Mouth', 'Faez One', 'Kool G Rap', 'Phil The Agony', 'Sleep Of Oldominion', 'P.O.S', 'Copywrite', 'Hassaan Mackey', 'Lexa Terrestrial', 'Silent Knight', 'Trademarc', 'P.E.A.C.E.', 'Goretex of Non-Phixion', 'Futurewave', 'Illa Ghee', 'Freestyle Fellowship', 'PackFM', 'Group Home', 'Archibald Slim', 'Ghetto Philharmonic', 'Living Legends', 'Buck Wild', 'Des Devious', 'Banish', 'The Undergods', 'Confidence', 'Block McCloud', 'Jellyfish Brigade', 'Manchild', 'Killah Priest', 'Senim Silla', 'Killa Sha', 'D-Styles', 'Hip-Hop Wieners', 'Bobby J From Rockaway', 'Non Phixion', 'Sabac', 'Aesop Rock', 'Da Circle', 'Alucard', 'Psych Ward', 'Mo Bangaz', 'Skyzoo', 'PMD', 'J. Sands', 'Izaya Tiji', 'CYNE', 'Alien Family', 'Homeboy Sandman', 'Tanya Morgan', 'Saukrates', 'MF Grimm', 'Q-Unique', 'Cashus King', 'Grieves', 'DC The Midi Alien', 'Opio', 'Hieroglyphics', 'Purpose', 'Bronze Nazareth', 'Sicknature', 'Outerspace', 'Ryu', 'The Psycho Realm', 'L.A. Symphony', 'NEMS', 'Pep Love', 'Sick Jacken', 'Tre Nyce', 'Mood', 'Rapper Big Pooh', 'Adam Drucker', 'Giallo Point', 'Chino XL', 'World Renown', 'Black Milk', 'Hex One', 'The UN', 'Melo-D', 'King Syze', 'Common Market', 'Sadistik & Kristoff Krane', 'Vinnie Paz', '38 Spesh', 'Blacastan', 'Fashawn', 'Sabac Red', 'The Last Emperor', 'The Emsee', 'Army Of The Pharaohs', 'Crypt The Warchild of Outerspace', 'Journalist 103', 'Celph Titled', 'A.L.', 'Swollen Members', 'The Dynospectrum', 'Charon Don', 'Ribkat', 'Masta Ace', 'Side Effect', 'Musab', 'Duwap Kaine', 'J. Rawls', 'Hail Mary Mallon', 'Blue Scholars', 'Eligh', 'Grynch', 'Tame One', 'The Kid Daytona', 'Chief Kamachi', 'Random Axe', 'Stu Bangas', 'BFAP', '18veno', 'Dilated Peoples', 'Lateb', 'Scarub', 'Krumbsnatcha', 'Doomtree', 'Alias', 'El Eloh From The Lost Children of Babylon', 'Dark Time Sunshine', 'Sankofa', 'Royal Flush', 'Termanology', 'Daily Plannet', ""Walkin' Large"", 'The Away Team', 'UFO Fev', 'Funky Fresh Few', 'Binary Star', 'Project Move', 'Blackalicious', 'Black Smurf', 'One Be Lo', 'Gift Of Gab', 'Purpose & Confidence', 'Eyedea', 'Stoupe', 'Pouya', 'Shabazz the Disciple', 'Riddlore?', 'Da Ranjahz', 'Little Brother', 'Damu The Fudgemunk', 'Rasheed Chappell', 'Moka Only', 'Anotha Level', 'Saturday Morning Soundtrack', 'YP4AM', 'Factor Chandelier', 'Little Vic', 'Jise', 'Open Mic', 'Skyte', 'Esoteric', 'Vast Aire', 'Lone Catalysts', 'Othello', 'Beatdie Delite', 'William Cooper', 'Cecil Otter', 'Lootpack', 'Tony Stone', 'Suave-Ski', 'El Gant', 'TOKINPOTENT', 'Sunspot Jonz', 'The Aztext', 'AG Da Coroner', 'IDE', 'Louis Logic', '7 G.E.M.S.', 'Punchline', ""Daddy 'O'"", 'Mad Skillz', 'ICECOLDBISHOP', 'Clear Soul Forces', 'King Gordy', 'Majik Most', 'Hell Razah', 'Marco Polo', 'Guilty Simpson', 'Jus Allah', 'Lord Lhus', 'Big Remo', 'Kno', 'GOONIE', 'Poison Pen', 'Bumpy Knuckles', 'Sadat X', 'Black Market Militia', '4ize', 'MAD SON', 'Quasimoto', 'Step Brothers', 'Charlie Smarts', 'Ras Kass', 'Finale', 'Cubbiebear', 'Artifacts', 'Joey Chavez', 'Arsonists', 'Sims', 'Aleon Craft', 'The Grouch', 'DJ Chase', 'Aceyalone', 'J-Treds', 'Robb Bank$', 'Boot Camp Clik', 'Chief Kamanchi', 'Mac Lethal', 'Eli Juggz', 'EMC', 'Jeff James', 'Peanut Butter Wolf', 'Sole', 'Crypt The Warchild', 'Panacea', 'Skanks the Rap Martyr', 'La Coka Nostra', 'The High & Mighty', 'Willie The Kid', 'Sapient', 'Saafir', 'Capital Tax', 'Foul Mouth', 'Butta Verses', 'Trek Life', 'Autumn!', 'Wifisfuneral', 'Sean Price & Block Mc Cloud', 'The Loyalists', 'Typical Cats', 'Invizible Handz', 'Tristate', 'Rocky Raez', 'Slaine', 'DJ Eli', 'Sean Price', 'Grand Agent', 'Sraw', 'Mr. Hyde', 'Al Tariq', 'Yahfs', 'No Bird Sing', 'Plainspoke', 'Sandpeople', 'Tragedy Khadafi', 'Cali Agents', 'Rob Sonic', 'Blaq Poet', 'Screwball', 'Kankan', 'Lord Willin', 'Canibus', 'Eyedea & Abilities', 'Breezly Brewin', 'Blu & Exile', 'Viro The Virus', 'Skillz', 'Buckshot', 'Ren Thomas', 'T00M3R', 'Mr. L', 'Illogic', 'Pumpkinhead', 'SpaceGhostPurrp', 'Dom Dirtee', 'Snowgoons', 'Slug', 'Dr. Dooom', 'Slug † Christ', 'Open Mike Eagle', 'RJ Payne', 'Ransom', 'BUSDRIVER', 'Lord Goat', 'Johnny The Good Villain', 'Mike Mictlan', 'Toni Hill', 'Deacon The Villain', 'Da$H', 'JoJo Pellegrino', 'Camu Tao', 'Deniro Farrar', 'The Orphanage', 'Exile', 'Blaque Spurm', 'Supreme Cerebral', 'Daddy Kev', 'Kenn Starr', 'Kool Keith', 'Cap D', 'N.B.S.', 'Hus KingPin', 'Reel Wolf', '$uicideboy$', 'A-Plus', 'Abe Linx', 'Qwel & Maker', 'Xololanxinxo', 'DJ JS-1', 'Xhulooo', 'BIGBABYGUCCI', 'Heltah Skeltah', 'O.C.', 'Breath of Judah', 'The Grouch & Eligh', 'Juggaknots', 'Demoz', 'C-Rayz Walz', 'Rise', 'Slump6s', 'Zion I', 'Nejma Nefertiti', 'Reks', 'Capadonna', 'Ant', 'Insight Innovates', 'Timbo King', 'Swave Sevah', 'Lifesavas', 'Astronautalis', 'Mr. Lif', 'Apollo Brown', 'Marvalyss', 'Rome Streetz', 'Jaylib', 'Fel Sweetenberg', 'Rashad & Confidence', 'Luckyiam', '8-Off', 'All Natural', 'Aspects', 'Street Smartz', 'Savage Brothers', 'Braille', 'Apathy The Alien Tongue', 'Ultra', 'R.A. The Rugged Man', 'Phoenix Orion', 'Godfather Don', 'Mike Zoot', 'Ka', 'Dagha', 'Elcamino', 'Casual', 'Ugly Heroes', 'Brown Bag Allstars', 'Stik Figa', 'Real Live', 'Verbal Kent', 'Danny!', 'Ruben Slikk', 'Goldini Bagwell', 'Channel Live', 'Sage Francis', 'Vakill', 'Sweatshop Union', 'Shabaam Sahdeeq', 'Scienz Of Life', 'Kristoff Krane', 'Input', 'Hi-C', 'BONES', 'Homage the Lion Killer', 'Immortal Technique', 'Montage One', 'King Magnetic', 'Che', 'Napoleon Da Legend', 'Devilish Trio', 'Rasco', 'Hezekiah', 'Cool Calm Pete', 'Sunspot Jonz feat. Living Legends', 'Yung Simmie', 'J-Live', 'Sadistik', 'East Coast Avengers', 'L.I.F.E. Long', 'Big Ghost Ltd', 'Fredro Starr', 'Mickey Factz', 'Johaz', 'Median', 'NapsNdreds', 'Fourfive', 'Planetary of OuterSpace', 'Lawrence Arnell', 'Onry Ozzborn', 'DEFARI', 'The Doppelgangaz', 'People Under The Stairs', 'Buck 65', 'Darc Mind', 'Mykill Miers', 'Motive', 'Sean Strange', 'Maulskull', 'Add-2', 'Rhymewave', 'Lil Na8', 'Jean Grae', 'Blueprint', 'J Scienide', 'redveil', '7L & Esoteric', 'E.C. Illa', 'Evidence', 'El Da Sensei', 'Baby Blak', 'Strange Fruit Project', 'Heiruspecs', 'Krondon', 'Wise Intelligent', 'Doap Nixon', 'Oliver Hart', 'Cannibal Ox', 'Summrs', 'Trife Diesel', 'P.U.R.E.', 'DJ TMB', 'Pacewon', 'Juug Jay', 'Hasan Salaam', 'Chen Lo', 'iNTeLL', 'Elzhi', 'Kid Called Computer', 'Josh Martinez', 'Tragic Allies', 'Smut Peddlers', 'Eli Uno', 'Jedi Mind Tricks', 'Cella Dwellas', 'The Sun Pharaoh', 'Horror City', 'Murs', 'Byron Bank', 'Exposition', 'Wordsworth', 'Jace!', 'Madchild', 'Rite Hook', 'Tonedeff', 'Soul Position', 'Fly Union', 'Teflon', 'Respect (Tha God)', 'Move.meant', 'The Nonce', 'V Don', 'Tully C.', 'Ceschi', 'N.O. The God', 'Diabolic', 'Lil Shine', 'Virtuoso', 'Sha Stimuli', 'DJ Abilities', 'The CounterParts', 'yU', 'Dynasty The Emp', 'UG', 'Twin Perils', 'Reef The Lost Cauze', 'DJ Rhettmatic', 'Deltron 3030', 'Tha God Fahim', 'Blu', 'Heavy Metal Kings', 'Roc Marciano', 'Downer850', 'Seafood Sam', 'ISicknature', 'Torae', 'DJ Muggs', 'Percee P', 'Felt', 'ECID', 'Collective Efforts', 'KeithCharles Spacebar', 'Necro', 'C-Lance', 'Brother Ali', 'B. Dolan']",529
urbano latino,"['Dímelo Flow', 'KEVIN ROLDAN', 'Arcángel', 'J Alvarez', 'Eladio Carrion', 'Wisin & Yandel', 'Maluma', 'Ozuna', 'Menor Menor', 'JHAYCO', 'Rels B', 'Bizarrap', 'Rauw Alejandro', 'Bad Bunny', 'KAROL G', 'El Alfa', 'De La Ghetto', 'Anuel AA', 'Yandel', 'Darell', 'Pablo Chill-E', 'FARIANA', 'Don Omar', 'LIT killah', 'Amenazzy', 'Tito ""El Bambino""', 'NATTI NATASHA']",27
v-pop,"['Tez', 'Mia', '911', 'Ji Yeon', 'Suboi', 'NÂN', 'Dear Jane']",7
